組み合わせ,最頻出着順1,出現数1,出現率1,最頻出着順2,出現数2,出現率2,最頻出着順3,出現数3,出現率3,レース数
BBSCCA,1-3-4,3,0.176,3-1-6,2,0.118,1-6-3,2,0.118,17
BBSCCB,1-2-3,14,0.068,1-3-2,13,0.063,2-1-3,12,0.059,205
BBSCCC,1-3-2,22,0.113,1-2-3,16,0.082,3-1-2,14,0.072,194
BBSCCD,1-3-2,5,0.132,3-1-2,5,0.132,1-2-3,4,0.105,38
BBSCDA,1-2-3,12,0.09,3-1-6,10,0.075,1-3-2,10,0.075,133
BBSCDB,1-2-3,14,0.085,1-3-2,13,0.079,1-3-4,10,0.061,165
BBSCDC,1-3-2,7,0.2,3-1-2,4,0.114,1-2-3,3,0.086,35
BBSCDD,1-4-3,1,0.143,1-2-3,1,0.143,2-3-6,1,0.143,7
BBSCDS,6-2-4,1,0.1,5-6-4,1,0.1,5-1-3,1,0.1,10
BBSCSD,1-2-5,2,0.222,5-3-6,1,0.111,5-3-2,1,0.111,9
BBSDAB,1-3-2,4,0.125,3-5-1,3,0.094,3-5-6,2,0.062,32
BBSDAC,1-3-5,10,0.091,3-1-2,10,0.091,3-5-1,6,0.055,110
BBSDAD,1-3-5,8,0.078,1-2-3,8,0.078,3-5-2,7,0.069,102
BBSDBA,1-3-2,3,0.136,3-1-2,2,0.091,1-2-3,2,0.091,22
BBSDBB,1-3-2,14,0.102,1-2-3,10,0.073,1-3-5,8,0.058,137
BBSDBC,1-2-3,12,0.107,3-1-2,10,0.089,1-3-2,8,0.071,112
BBSDBD,1-3-2,6,0.136,1-2-3,5,0.114,3-1-2,4,0.091,44
BBSDBS,2-1-3,1,1.0,---,0,0.0,---,0,0.0,1
BBSDCA,1-3-2,7,0.083,1-2-3,6,0.071,3-1-6,5,0.06,84
BBSDCB,1-3-2,10,0.085,1-2-3,9,0.076,1-3-6,8,0.068,118
BBSDCC,2-3-1,5,0.167,1-3-2,3,0.1,1-2-5,3,0.1,30
BBSDCD,2-1-3,1,1.0,---,0,0.0,---,0,0.0,1
BBSDCS,3-1-6,2,0.4,3-4-2,1,0.2,3-1-4,1,0.2,5
BBSDDA,1-3-2,8,0.083,2-3-1,6,0.062,3-1-6,6,0.062,96
BBSDDB,1-3-2,4,0.114,1-3-4,3,0.086,3-1-2,2,0.057,35
BBSDDC,5-1-2,1,0.2,3-1-5,1,0.2,1-4-2,1,0.2,5
BBSDDD,1-2-3,1,1.0,---,0,0.0,---,0,0.0,1
BBSDDS,6-1-2,4,0.114,1-3-2,3,0.086,3-6-2,3,0.086,35
BBSDSB,1-2-3,1,1.0,---,0,0.0,---,0,0.0,1
BBSDSC,5-3-1,1,0.2,5-1-3,1,0.2,3-5-1,1,0.2,5
BBSDSD,3-1-5,3,0.13,1-5-3,3,0.13,2-1-5,2,0.087,23
BBSSCD,3-1-4,2,0.2,1-4-3,2,0.2,4-5-1,1,0.1,10
BBSSDC,1-2-4,2,0.4,3-4-1,1,0.2,3-1-4,1,0.2,5
BBSSDD,1-4-3,3,0.111,4-1-3,2,0.074,3-4-1,2,0.074,27
BCAAAC,1-4-3,4,0.118,1-4-2,3,0.088,1-3-5,3,0.088,34
BCAAAD,1-3-4,18,0.072,1-3-5,14,0.056,1-4-5,14,0.056,251
BCAABA,3-5-1,1,1.0,---,0,0.0,---,0,0.0,1
BCAABB,1-3-4,9,0.094,1-2-4,5,0.052,1-2-3,4,0.042,96
BCAABC,1-3-4,34,0.083,1-4-3,29,0.071,1-3-2,20,0.049,411
BCAABD,1-3-4,27,0.073,1-4-3,23,0.062,1-3-5,23,0.062,368
BCAACA,1-4-3,3,0.094,3-1-4,2,0.062,3-1-2,2,0.062,32
BCAACB,1-3-4,30,0.067,1-4-3,30,0.067,1-3-2,29,0.065,446
BCAACC,1-3-4,41,0.112,3-1-4,20,0.055,1-2-3,20,0.055,365
BCAACD,3-1-4,7,0.127,4-3-1,4,0.073,1-3-4,3,0.055,55
BCAADA,1-3-4,20,0.09,1-2-3,12,0.054,1-4-6,10,0.045,223
BCAADB,1-3-4,32,0.125,1-4-2,15,0.059,3-1-4,14,0.055,256
BCAADC,1-3-4,5,0.152,1-4-3,3,0.091,1-4-6,2,0.061,33
BCAADD,1-4-3,1,1.0,---,0,0.0,---,0,0.0,1
BCAADS,4-6-3,2,0.08,3-6-4,2,0.08,2-4-3,2,0.08,25
BCAASD,1-3-5,2,0.133,4-1-5,1,0.067,5-3-4,1,0.067,15
BCABAB,3-1-5,4,0.055,1-6-3,3,0.041,1-5-3,3,0.041,73
BCABAC,1-3-2,26,0.065,1-3-5,22,0.055,1-3-4,20,0.05,401
BCABAD,1-3-2,29,0.091,1-3-4,20,0.062,1-3-5,19,0.059,320
BCABBA,1-3-2,7,0.083,3-1-6,4,0.048,3-1-4,4,0.048,84
BCABBB,1-3-5,66,0.063,1-2-3,66,0.063,1-3-2,60,0.057,1044
BCABBC,1-3-4,74,0.09,1-2-3,60,0.073,1-3-2,47,0.057,823
BCABBD,1-4-3,8,0.091,1-3-2,4,0.045,1-3-4,4,0.045,88
BCABCA,1-3-2,28,0.069,1-3-6,24,0.059,1-3-4,20,0.049,406
BCABCB,1-3-4,66,0.083,1-3-2,49,0.061,1-2-3,47,0.059,799
BCABCC,1-2-3,11,0.104,1-3-4,10,0.094,1-2-4,7,0.066,106
BCABCD,2-1-4,1,1.0,---,0,0.0,---,0,0.0,1
BCABCS,3-6-1,3,0.158,1-3-4,2,0.105,3-6-4,2,0.105,19
BCABDA,1-3-4,27,0.084,1-3-2,22,0.069,1-3-6,16,0.05,321
BCABDB,1-3-2,8,0.093,1-3-5,6,0.07,1-3-6,6,0.07,86
BCABDC,1-2-3,1,1.0,---,0,0.0,---,0,0.0,1
BCABDS,1-3-6,14,0.078,1-6-4,9,0.05,1-3-4,9,0.05,180
BCABSC,5-3-1,2,0.182,5-4-3,1,0.091,2-1-3,1,0.091,11
BCABSD,1-5-3,13,0.086,1-3-4,8,0.053,3-1-5,7,0.046,152
BCACAA,1-3-5,4,0.121,2-3-5,2,0.061,1-5-2,2,0.061,33
BCACAB,1-3-5,31,0.082,1-3-2,19,0.05,1-3-6,19,0.05,377
BCACAC,1-3-5,36,0.102,1-3-2,19,0.054,1-2-3,17,0.048,353
BCACAD,1-3-2,6,0.122,5-1-3,5,0.102,1-3-4,4,0.082,49
BCACBA,1-2-3,28,0.072,1-3-6,25,0.064,1-3-5,22,0.056,391
BCACBB,1-3-2,55,0.074,1-3-4,48,0.064,1-3-5,48,0.064,745
BCACBC,1-3-2,9,0.081,2-1-3,9,0.081,1-3-5,7,0.063,111
BCACBS,3-5-1,2,0.143,6-5-3,1,0.071,6-3-4,1,0.071,14
BCACCA,1-3-6,33,0.081,1-3-2,25,0.061,1-2-3,25,0.061,407
BCACCB,1-3-4,8,0.075,1-3-2,7,0.065,1-2-3,5,0.047,107
BCACCC,3-2-5,1,0.5,3-1-4,1,0.5,---,0,0.0,2
BCACCS,1-3-6,12,0.106,1-3-2,8,0.071,3-6-1,6,0.053,113
BCACDA,1-2-3,5,0.082,1-3-6,5,0.082,3-1-6,4,0.066,61
BCACDS,1-6-3,16,0.11,1-3-6,15,0.103,3-1-6,12,0.082,146
BCACSB,1-3-5,3,0.176,5-6-1,1,0.059,5-3-1,1,0.059,17
BCACSC,1-3-5,5,0.068,5-1-2,5,0.068,1-5-3,5,0.068,74
BCACSD,1-5-3,11,0.11,1-3-5,7,0.07,1-3-2,6,0.06,100
BCADAA,1-3-5,12,0.071,1-5-3,11,0.065,1-3-6,9,0.054,168
BCADAB,1-3-5,17,0.066,3-1-5,15,0.059,1-2-5,14,0.055,256
BCADAC,3-1-5,6,0.176,1-3-5,3,0.088,3-1-6,2,0.059,34
BCADAD,3-1-2,1,1.0,---,0,0.0,---,0,0.0,1
BCADAS,6-3-1,2,0.167,1-3-5,2,0.167,6-1-3,1,0.083,12
BCADBA,1-3-2,15,0.067,1-3-6,14,0.063,1-6-3,13,0.058,223
BCADBB,1-3-4,6,0.092,1-2-3,5,0.077,3-1-2,5,0.077,65
BCADBS,1-3-6,8,0.078,3-6-1,6,0.058,1-2-3,6,0.058,103
BCADCA,1-3-6,6,0.125,2-1-3,4,0.083,1-3-2,4,0.083,48
BCADCS,1-3-6,11,0.117,1-6-3,6,0.064,1-3-2,5,0.053,94
BCADDS,6-1-3,4,0.108,1-6-3,4,0.108,3-1-6,3,0.081,37
BCADSA,5-6-4,1,0.056,5-4-3,1,0.056,5-1-6,1,0.056,18
BCADSB,1-3-5,13,0.146,1-5-3,9,0.101,1-3-2,6,0.067,89
BCADSC,1-5-3,9,0.129,1-3-5,7,0.1,1-3-2,6,0.086,70
BCADSD,3-1-5,4,0.154,1-3-5,3,0.115,5-4-1,2,0.077,26
BCASAD,4-1-5,4,0.167,4-5-6,3,0.125,1-4-3,2,0.083,24
BCASBC,1-4-3,3,0.136,1-4-2,2,0.091,4-1-3,2,0.091,22
BCASBD,1-3-4,12,0.094,1-4-3,8,0.062,1-3-2,7,0.055,128
BCASCB,1-3-4,3,0.214,1-6-2,1,0.071,1-4-3,1,0.071,14
BCASCC,1-3-4,10,0.097,1-4-3,9,0.087,4-1-3,6,0.058,103
BCASCD,1-4-3,12,0.098,3-4-1,6,0.049,1-4-5,6,0.049,122
BCASDA,1-4-2,4,0.222,3-1-6,2,0.111,1-2-6,1,0.056,18
BCASDB,1-3-4,7,0.064,1-4-3,7,0.064,1-4-2,6,0.055,109
BCASDC,1-4-3,9,0.096,1-4-2,7,0.074,1-2-4,7,0.074,94
BCASDD,1-4-3,4,0.16,4-1-3,2,0.08,3-4-1,2,0.08,25
BCBAAB,1-3-5,6,0.092,1-2-3,4,0.062,1-4-3,3,0.046,65
BCBAAC,1-4-5,23,0.069,1-3-4,19,0.057,1-5-4,16,0.048,335
BCBAAD,1-4-5,20,0.06,1-3-4,17,0.051,1-4-3,16,0.048,331
BCBABA,1-4-6,9,0.125,1-2-3,7,0.097,1-2-6,5,0.069,72
BCBABB,1-4-3,65,0.062,1-3-4,59,0.057,1-2-4,55,0.053,1040
BCBABC,1-2-4,59,0.069,1-3-4,52,0.061,1-4-3,50,0.059,851
BCBABD,1-3-2,9,0.089,1-3-4,7,0.069,1-4-3,6,0.059,101
BCBACA,1-4-3,28,0.07,1-3-4,18,0.045,1-4-6,16,0.04,398
BCBACB,1-3-4,59,0.072,1-4-3,53,0.064,1-4-2,50,0.061,823
BCBACC,1-4-3,9,0.085,1-4-5,8,0.075,1-4-2,7,0.066,106
BCBACD,1-5-4,1,0.5,1-4-2,1,0.5,---,0,0.0,2
BCBACS,1-3-4,3,0.2,6-1-4,1,0.067,5-6-2,1,0.067,15
BCBADA,1-3-4,20,0.063,1-4-6,18,0.056,1-2-4,17,0.053,319
BCBADB,1-4-3,9,0.122,1-3-4,6,0.081,1-2-4,5,0.068,74
BCBADS,1-4-6,8,0.065,1-6-4,8,0.065,1-3-6,7,0.056,124
BCBASC,3-4-5,3,0.214,1-4-5,2,0.143,5-3-4,2,0.143,14
BCBASD,1-5-2,8,0.068,1-5-4,6,0.051,1-4-5,5,0.043,117
BCBBAA,1-3-4,4,0.06,1-3-5,4,0.06,1-3-6,4,0.06,67
BCBBAB,1-2-5,61,0.064,1-3-5,44,0.046,1-2-3,43,0.045,953
BCBBAC,1-2-3,43,0.061,1-3-4,41,0.058,1-3-5,34,0.048,707
BCBBAD,1-2-3,8,0.084,1-2-4,6,0.063,1-3-4,5,0.053,95
BCBBBA,1-3-4,55,0.057,1-3-2,49,0.05,1-2-6,42,0.043,972
BCBBBB,1-2-3,136,0.057,1-3-2,135,0.056,1-3-4,123,0.051,2395
BCBBBC,1-2-3,22,0.079,1-3-4,19,0.068,1-3-5,16,0.057,280
BCBBBD,1-3-2,1,0.333,1-2-5,1,0.333,1-2-3,1,0.333,3
BCBBBS,1-6-2,3,0.094,1-4-5,2,0.062,3-2-1,2,0.062,32
BCBBCA,1-3-4,41,0.065,1-2-4,32,0.05,1-2-3,30,0.047,634
BCBBCB,1-2-3,19,0.079,1-3-2,17,0.071,1-3-6,15,0.062,241
BCBBCC,1-2-3,1,1.0,---,0,0.0,---,0,0.0,1
BCBBCS,1-3-4,11,0.071,1-2-6,8,0.052,1-4-6,7,0.045,154
BCBBDA,1-4-6,5,0.079,1-3-4,5,0.079,1-6-2,4,0.063,63
BCBBDB,6-4-1,1,1.0,---,0,0.0,---,0,0.0,1
BCBBDS,1-6-2,14,0.069,1-3-4,8,0.039,1-2-3,8,0.039,203
BCBBSB,1-2-3,2,0.067,1-2-4,2,0.067,1-4-3,2,0.067,30
BCBBSC,1-5-3,11,0.076,1-4-5,9,0.062,1-3-5,8,0.055,145
BCBBSD,1-3-5,11,0.069,1-5-3,8,0.05,1-2-5,8,0.05,159
BCBCAA,1-2-3,18,0.056,1-2-5,14,0.044,1-5-6,13,0.041,320
BCBCAB,1-2-3,38,0.061,1-3-5,35,0.057,1-5-2,21,0.034,618
BCBCAC,1-5-3,9,0.102,1-2-3,8,0.091,1-3-5,7,0.08,88
BCBCAS,6-2-5,1,0.1,5-3-1,1,0.1,5-1-3,1,0.1,10
BCBCBA,1-3-6,33,0.05,1-2-6,30,0.045,1-3-4,29,0.044,665
BCBCBB,1-3-2,14,0.062,1-2-3,13,0.057,1-5-3,13,0.057,227
BCBCBC,4-3-1,1,0.333,1-3-2,1,0.333,1-2-6,1,0.333,3
BCBCBS,1-3-6,13,0.079,1-6-3,11,0.067,1-3-5,9,0.055,164
BCBCCA,1-3-4,6,0.066,1-3-5,6,0.066,1-3-2,5,0.055,91
BCBCCB,1-3-2,1,0.5,1-2-3,1,0.5,---,0,0.0,2
BCBCCS,1-6-4,10,0.058,1-6-2,10,0.058,1-3-6,9,0.052,172
BCBCDA,1-3-4,1,1.0,---,0,0.0,---,0,0.0,1
BCBCDS,1-3-6,6,0.143,1-3-4,5,0.119,1-6-3,4,0.095,42
BCBCSA,1-3-5,2,0.133,5-6-3,2,0.133,6-3-4,1,0.067,15
BCBCSB,1-3-5,13,0.095,1-5-3,8,0.058,1-3-2,6,0.044,137
BCBCSC,1-3-5,13,0.08,1-5-2,12,0.074,1-5-3,10,0.062,162
BCBCSD,5-1-3,5,0.119,1-5-2,4,0.095,1-3-2,3,0.071,42
BCBDAA,1-3-5,19,0.084,1-5-3,12,0.053,1-2-6,11,0.048,227
BCBDAB,1-5-2,5,0.089,1-3-5,4,0.071,1-5-3,4,0.071,56
BCBDAS,1-5-6,6,0.071,6-1-5,4,0.048,1-6-3,4,0.048,84
BCBDBA,1-3-6,5,0.096,1-2-3,5,0.096,1-6-5,4,0.077,52
BCBDBB,1-3-6,1,1.0,---,0,0.0,---,0,0.0,1
BCBDBS,1-6-2,10,0.078,1-2-6,8,0.062,6-1-3,8,0.062,128
BCBDCA,1-3-4,1,1.0,---,0,0.0,---,0,0.0,1
BCBDCS,6-1-3,3,0.125,1-6-2,3,0.125,1-3-2,2,0.083,24
BCBDDS,5-1-2,1,0.2,3-2-6,1,0.2,2-1-6,1,0.2,5
BCBDSA,1-5-6,6,0.083,5-1-3,6,0.083,1-2-3,4,0.056,72
BCBDSB,1-5-3,10,0.088,1-5-2,9,0.079,5-1-6,8,0.07,114
BCBDSC,1-5-6,4,0.174,1-5-3,3,0.13,1-5-2,3,0.13,23
BCBDSD,3-1-5,1,0.25,1-5-2,1,0.25,1-2-6,1,0.25,4
BCBDSS,6-1-5,1,0.125,5-6-2,1,0.125,5-2-3,1,0.125,8
BCBSAC,1-4-3,2,0.118,4-1-3,2,0.118,4-2-5,2,0.118,17
BCBSAD,1-4-5,12,0.083,1-4-3,11,0.076,1-4-2,9,0.062,144
BCBSBB,1-4-2,4,0.143,1-3-4,3,0.107,4-5-1,3,0.107,28
BCBSBC,1-4-3,22,0.094,1-4-2,19,0.082,1-4-5,14,0.06,233
BCBSBD,1-4-2,23,0.093,1-3-4,15,0.061,1-4-3,15,0.061,247
BCBSCA,1-2-4,3,0.13,4-6-1,2,0.087,1-3-4,2,0.087,23
BCBSCB,1-4-2,17,0.092,1-4-3,17,0.092,1-3-4,12,0.065,185
BCBSCC,1-4-3,15,0.082,1-3-4,12,0.065,1-2-3,8,0.043,184
BCBSCD,4-1-3,6,0.107,4-3-2,5,0.089,1-4-3,4,0.071,56
BCBSDA,1-4-3,13,0.111,1-4-6,10,0.085,1-2-4,6,0.051,117
BCBSDB,1-4-2,14,0.073,1-4-3,11,0.058,4-1-6,9,0.047,191
BCBSDC,4-1-2,4,0.087,4-1-3,3,0.065,1-4-6,3,0.065,46
BCBSDD,5-3-4,1,0.167,4-5-1,1,0.167,4-3-5,1,0.167,6
BCBSDS,1-4-2,2,0.182,4-1-6,2,0.182,6-4-1,1,0.091,11
BCBSSD,1-5-3,3,0.3,1-5-2,2,0.2,4-3-1,1,0.1,10
BCCAAA,1-4-2,2,0.105,1-4-3,2,0.105,1-2-3,1,0.053,19
BCCAAB,1-4-5,21,0.074,1-2-4,15,0.053,1-4-6,12,0.042,284
BCCAAC,1-4-2,18,0.063,1-4-5,17,0.059,1-2-5,14,0.049,287
BCCAAD,1-5-3,4,0.083,1-4-5,3,0.062,1-2-3,2,0.042,48
BCCABA,1-4-6,26,0.08,1-4-2,14,0.043,1-3-6,13,0.04,327
BCCABB,1-2-3,37,0.061,1-4-6,32,0.052,1-4-3,29,0.048,610
BCCABC,1-4-2,11,0.116,1-3-4,9,0.095,1-4-3,6,0.063,95
BCCABS,4-1-5,2,0.286,6-1-4,2,0.286,4-6-5,1,0.143,7
BCCACA,1-4-6,24,0.073,1-4-3,20,0.061,1-4-2,19,0.058,330
BCCACB,1-3-4,8,0.114,1-4-3,7,0.1,1-2-4,4,0.057,70
BCCACC,6-5-2,1,1.0,---,0,0.0,---,0,0.0,1
BCCACS,1-2-4,5,0.052,4-1-2,4,0.041,2-1-6,4,0.041,97
BCCADA,1-4-6,4,0.093,1-3-4,4,0.093,1-3-6,3,0.07,43
BCCADS,1-4-6,11,0.094,1-6-4,8,0.068,1-4-2,6,0.051,117
BCCASB,5-6-4,2,0.2,5-2-1,1,0.1,3-2-5,1,0.1,10
BCCASC,1-4-3,4,0.063,1-3-5,4,0.063,1-3-4,3,0.048,63
BCCASD,1-5-4,9,0.105,1-4-5,8,0.093,1-5-3,7,0.081,86
BCCBAA,1-5-2,11,0.043,1-5-3,10,0.039,1-4-6,9,0.035,256
BCCBAB,1-5-3,27,0.05,1-2-4,27,0.05,1-3-4,24,0.045,538
BCCBAC,1-2-3,8,0.121,1-5-3,5,0.076,1-4-2,4,0.061,66
BCCBAS,5-2-6,1,0.2,5-1-4,1,0.2,1-6-3,1,0.2,5
BCCBBA,1-2-3,32,0.056,1-4-3,23,0.04,1-4-6,23,0.04,570
BCCBBB,1-2-5,14,0.065,1-2-4,13,0.061,1-3-2,10,0.047,214
BCCBBC,3-1-5,1,1.0,---,0,0.0,---,0,0.0,1
BCCBBS,1-6-3,6,0.059,1-2-6,4,0.039,1-2-4,4,0.039,102
BCCBCA,1-4-6,5,0.071,1-3-6,5,0.071,1-2-4,5,0.071,70
BCCBCS,1-4-6,9,0.062,1-2-6,9,0.062,1-6-2,7,0.049,144
BCCBDA,1-3-6,1,1.0,---,0,0.0,---,0,0.0,1
BCCBDS,1-6-2,3,0.103,3-6-2,3,0.103,1-6-4,2,0.069,29
BCCBSA,1-6-5,2,0.25,5-1-3,2,0.25,1-2-6,1,0.125,8
BCCBSB,1-5-2,10,0.093,1-2-5,8,0.075,1-5-4,8,0.075,107
BCCBSC,1-5-3,9,0.07,1-4-5,7,0.054,1-3-5,6,0.047,129
BCCBSD,1-3-5,3,0.13,1-2-5,2,0.087,3-5-2,2,0.087,23
BCCCAA,1-5-6,16,0.066,4-1-5,11,0.045,1-5-2,10,0.041,244
BCCCAB,1-5-3,5,0.062,1-2-5,5,0.062,1-3-5,4,0.05,80
BCCCAS,1-6-3,4,0.059,1-5-6,3,0.044,1-5-3,3,0.044,68
BCCCBA,1-2-6,5,0.06,1-3-6,4,0.048,1-5-2,4,0.048,83
BCCCBB,1-4-3,1,1.0,---,0,0.0,---,0,0.0,1
BCCCBS,1-6-5,9,0.07,1-6-3,8,0.062,1-2-3,6,0.047,128
BCCCCS,1-6-4,3,0.136,1-3-6,3,0.136,6-1-4,2,0.091,22
BCCCDS,1-3-2,1,0.333,1-6-2,1,0.333,4-6-1,1,0.333,3
BCCCSA,1-5-4,4,0.068,4-5-1,3,0.051,5-2-1,3,0.051,59
BCCCSB,1-5-2,9,0.07,1-5-4,8,0.062,1-3-5,6,0.047,128
BCCCSC,5-1-3,3,0.115,1-3-5,2,0.077,3-5-6,2,0.077,26
BCCCSD,4-5-1,1,0.5,3-1-4,1,0.5,---,0,0.0,2
BCCCSS,6-1-5,2,1.0,---,0,0.0,---,0,0.0,2
BCCDAA,1-3-2,3,0.12,1-5-3,2,0.08,1-5-6,2,0.08,25
BCCDAS,1-2-5,6,0.085,1-5-6,5,0.07,5-1-6,4,0.056,71
BCCDBS,1-6-3,4,0.111,1-3-6,3,0.083,5-6-1,3,0.083,36
BCCDCS,1-5-4,2,0.667,6-3-4,1,0.333,---,0,0.0,3
BCCDSA,1-5-6,7,0.115,1-5-3,4,0.066,5-1-6,4,0.066,61
BCCDSB,5-1-6,3,0.125,5-1-3,2,0.083,1-2-5,2,0.083,24
BCCDSC,5-2-3,1,0.333,5-1-2,1,0.333,1-3-2,1,0.333,3
BCCDSS,5-6-2,3,0.15,5-1-6,2,0.1,1-6-2,2,0.1,20
BCCSAB,4-2-1,1,0.125,3-5-6,1,0.125,3-1-6,1,0.125,8
BCCSAC,4-1-5,5,0.075,1-4-5,4,0.06,1-4-2,4,0.06,67
BCCSAD,1-4-5,12,0.094,1-4-2,11,0.087,4-5-1,8,0.063,127
BCCSBA,2-3-4,1,0.111,2-3-1,1,0.111,1-4-6,1,0.111,9
BCCSBB,1-4-6,15,0.085,4-1-5,11,0.062,1-4-2,11,0.062,177
BCCSBC,1-4-2,21,0.099,4-1-5,12,0.056,4-5-6,10,0.047,213
BCCSBD,1-4-3,6,0.097,4-1-2,5,0.081,4-3-5,4,0.065,62
BCCSCA,1-4-6,8,0.09,4-1-2,6,0.067,4-6-5,5,0.056,89
BCCSCB,4-1-2,15,0.068,1-4-2,14,0.064,1-4-6,14,0.064,219
BCCSCC,1-4-2,11,0.175,1-4-3,4,0.063,1-3-4,4,0.063,63
BCCSCD,1-4-3,2,0.222,4-2-3,1,0.111,4-1-5,1,0.111,9
BCCSCS,4-6-1,1,0.25,1-2-4,1,0.25,1-2-3,1,0.25,4
BCCSDA,1-4-6,9,0.094,1-4-2,9,0.094,1-4-3,8,0.083,96
BCCSDB,4-1-6,4,0.098,1-4-6,4,0.098,1-2-4,3,0.073,41
BCCSDC,4-1-6,1,0.333,1-4-3,1,0.333,1-3-4,1,0.333,3
BCCSDS,1-4-6,3,0.107,2-6-4,2,0.071,4-1-6,2,0.071,28
BCCSSC,5-4-6,1,1.0,---,0,0.0,---,0,0.0,1
BCCSSD,4-1-5,5,0.208,1-3-4,3,0.125,1-5-2,2,0.083,24
BCDAAA,4-1-5,4,0.056,1-2-4,4,0.056,4-6-1,3,0.042,71
BCDAAB,1-4-5,13,0.086,1-2-4,11,0.072,1-4-2,8,0.053,152
BCDAAC,1-4-5,4,0.148,1-5-4,3,0.111,1-5-2,2,0.074,27
BCDAAD,4-2-3,1,1.0,---,0,0.0,---,0,0.0,1
BCDAAS,5-6-2,1,0.25,4-1-6,1,0.25,2-4-5,1,0.25,4
BCDABA,1-2-4,11,0.072,1-5-4,9,0.059,1-4-6,7,0.046,152
BCDABB,1-4-2,7,0.132,1-6-4,4,0.075,1-4-5,3,0.057,53
BCDABS,1-4-6,3,0.107,4-6-5,2,0.071,1-3-6,1,0.036,28
BCDACA,1-4-2,2,0.059,1-4-5,2,0.059,1-5-6,2,0.059,34
BCDACB,4-2-5,1,0.5,1-4-3,1,0.5,---,0,0.0,2
BCDACS,1-4-6,4,0.082,1-2-5,3,0.061,1-2-6,3,0.061,49
BCDADS,1-4-6,3,0.2,4-5-6,2,0.133,1-4-2,2,0.133,15
BCDASA,5-4-2,1,0.5,1-6-5,1,0.5,---,0,0.0,2
BCDASB,5-4-1,3,0.075,5-6-1,3,0.075,4-5-6,2,0.05,40
BCDASC,1-4-5,9,0.196,4-1-5,3,0.065,1-5-3,2,0.043,46
BCDASD,1-5-2,3,0.2,1-3-5,2,0.133,1-5-4,2,0.133,15
BCDASS,1-5-4,1,1.0,---,0,0.0,---,0,0.0,1
BCDBAA,1-2-5,6,0.045,1-5-4,6,0.045,1-6-2,5,0.037,134
BCDBAB,1-2-5,3,0.054,1-2-6,3,0.054,1-4-5,3,0.054,56
BCDBAS,1-2-3,2,0.062,1-4-2,2,0.062,1-5-4,2,0.062,32
BCDBBA,1-3-6,5,0.1,1-4-5,4,0.08,1-4-6,3,0.06,50
BCDBBB,1-6-5,1,1.0,---,0,0.0,---,0,0.0,1
BCDBBS,1-2-6,8,0.114,1-4-6,5,0.071,1-3-6,4,0.057,70
BCDBCS,1-2-6,2,0.105,1-6-2,2,0.105,1-5-4,1,0.053,19
BCDBDS,1-6-4,1,1.0,---,0,0.0,---,0,0.0,1
BCDBSA,1-5-2,5,0.147,1-5-6,4,0.118,5-2-1,2,0.059,34
BCDBSB,1-5-2,5,0.094,1-5-4,4,0.075,1-5-6,3,0.057,53
BCDBSC,1-5-4,2,0.133,5-6-2,1,0.067,5-4-1,1,0.067,15
BCDBSD,5-1-2,1,0.5,2-4-6,1,0.5,---,0,0.0,2
BCDBSS,5-2-6,1,0.5,1-6-4,1,0.5,---,0,0.0,2
BCDCAA,1-2-6,2,0.143,6-5-2,1,0.071,5-1-6,1,0.071,14
BCDCAS,1-5-4,2,0.062,1-6-5,2,0.062,2-1-6,2,0.062,32
BCDCBS,1-6-2,3,0.2,1-6-4,2,0.133,6-1-2,1,0.067,15
BCDCSA,1-2-5,4,0.095,5-1-6,4,0.095,1-5-6,3,0.071,42
BCDCSB,1-5-6,2,0.182,1-5-2,1,0.091,1-6-3,1,0.091,11
BCDCSC,5-2-4,1,0.5,5-1-2,1,0.5,---,0,0.0,2
BCDCSS,5-4-6,1,0.167,5-3-6,1,0.167,3-4-6,1,0.167,6
BCDDAS,1-6-5,2,0.182,6-1-5,1,0.091,5-6-2,1,0.091,11
BCDDSA,1-5-6,3,0.25,1-6-5,2,0.167,5-6-3,1,0.083,12
BCDDSB,1-2-3,1,1.0,---,0,0.0,---,0,0.0,1
BCDDSS,1-5-3,2,0.222,1-5-6,2,0.222,6-3-1,1,0.111,9
BCDSAA,5-1-2,1,0.167,4-2-6,1,0.167,3-5-1,1,0.167,6
BCDSAB,1-4-5,6,0.154,1-4-2,3,0.077,1-3-4,3,0.077,39
BCDSAC,1-4-3,4,0.095,1-4-5,3,0.071,1-2-4,2,0.048,42
BCDSAD,1-4-2,3,0.2,1-4-5,3,0.2,4-5-1,2,0.133,15
BCDSBA,4-5-6,5,0.098,1-4-6,4,0.078,1-4-5,4,0.078,51
BCDSBB,4-5-6,11,0.121,1-2-4,6,0.066,4-5-1,6,0.066,91
BCDSBC,4-5-1,3,0.115,1-4-6,3,0.115,4-1-6,3,0.115,26
BCDSBD,4-1-2,1,0.5,1-4-2,1,0.5,---,0,0.0,2
BCDSBS,6-1-4,1,0.333,5-1-6,1,0.333,2-1-6,1,0.333,3
BCDSCA,1-4-2,6,0.078,1-4-6,6,0.078,4-1-6,5,0.065,77
BCDSCB,1-2-4,3,0.103,4-1-5,3,0.103,4-1-6,3,0.103,29
BCDSCC,4-5-6,1,0.5,1-2-4,1,0.5,---,0,0.0,2
